SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-1-2017,Multi-Family (5+ Unit),104-114 Guerrero St,San Francisco,CA,94103,4100000,18,,Mission Dolores,9504,5845,1906,4,431,,Sold,,,http://www.redfin.com/CA/San-Francisco/114-Guerrero-St-94103/home/112855316,San Francisco MLS,453342,N,Y,37.7693663,-122.4247504
PAST SALE,February-28-2017,Single Family Residential,360 Valdez Ave,San Francisco,CA,94127,1900000,4,3.0,Westwood Highlands,,3746,1926,5,,4,Sold,,,http://www.redfin.com/CA/San-Francisco/360-Valdez-Ave-94127/home/1509999,San Francisco MLS,453999,N,Y,37.733388,-122.456555
PAST SALE,March-1-2017,Multi-Family (5+ Unit),3001-3003 25th St,San Francisco,CA,94110,1745000,4,,Inner Mission,2790,2996,1900,4,625,,Sold,,,http://www.redfin.com/CA/San-Francisco/3003-25th-St-94110/home/736857,San Francisco MLS,451416,N,Y,37.7510456,-122.4101015
PAST SALE,March-1-2017,Single Family Residential,2471 35th Ave,San Francisco,CA,94116,1470000,4,2.5,Parkside,1885,3000,1923,4,780,,Sold,,,http://www.redfin.com/CA/San-Francisco/2471-35th-Ave-94116/home/1081861,San Francisco MLS,453833,N,Y,37.740972,-122.493073
PAST SALE,February-9-2017,Single Family Residential,26 Eastwood Dr,San Francisco,CA,94112,2000026,4,4.0,Westwood Park,,3550,1923,24,,7,Sold,,,http://www.redfin.com/CA/San-Francisco/26-Eastwood-Dr-94112/home/1446737,San Francisco MLS,454468,N,Y,37.725748,-122.457421
PAST SALE,February-8-2017,Condo/Co-op,1036 Potrero Ave #6,San Francisco,CA,94110,870000,2,2.0,Inner Mission,936,,1987,25,929,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1036-Potrero-Ave-94110/unit-6/home/1221702,San Francisco MLS,452081,N,Y,37.755457,-122.4069048
PAST SALE,February-13-2017,Condo/Co-op,441 Linden St,San Francisco,CA,94102,2150000,3,3.0,Hayes Valley,1731,,2016,20,1242,535,Sold,,,http://www.redfin.com/CA/San-Francisco/441-Linden-St-94102/home/109495649,San Francisco MLS,452294,N,Y,37.7760429,-122.4252409
PAST SALE,February-14-2017,Condo/Co-op,401 Harrison St Unit 7A,San Francisco,CA,94105,1211528,2,2.0,South Beach,1404,,,19,863,1289,Sold,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-7A/home/110032493,San Francisco MLS,452666,N,Y,37.7863987,-122.3920534
PAST SALE,March-3-2017,Condo/Co-op,1221 Harrison St #17,San Francisco,CA,94103,850000,1,2.0,South of Market,1209,,2004,2,703,529,Sold,,,http://www.redfin.com/CA/San-Francisco/1221-Harrison-St-94103/unit-17/home/22892744,San Francisco MLS,450460,N,Y,37.7731279,-122.4087672
PAST SALE,February-3-2017,Townhouse,550 Davis St #13,San Francisco,CA,94111,2950000,3,3.0,Financial District,2251,,1981,30,1311,1340,Sold,,,http://www.redfin.com/CA/San-Francisco/550-Davis-St-94111/unit-13/home/2020710,San Francisco MLS,452642,N,Y,37.7974207,-122.3981644
PAST SALE,February-6-2017,Condo/Co-op,1688 Pine St Unit EPH04,San Francisco,CA,94109,969000,1,1.0,Van Ness/Civic Center,616,,2016,27,1573,635,Sold,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-EPH04/home/108189044,San Francisco MLS,453137,N,Y,37.789258,-122.4235605
PAST SALE,February-22-2017,Condo/Co-op,338 Potrero Ave #305,San Francisco,CA,94103,762000,1,1.0,Inner Mission,,,2016,11,,572,Sold,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-305/home/109470095,San Francisco MLS,452114,N,Y,37.765235,-122.4075401
PAST SALE,February-8-2017,Single Family Residential,240 Holyoke St,San Francisco,CA,94134,887750,3,2.0,Portola,1000,2996,1928,25,888,,Sold,,,http://www.redfin.com/CA/San-Francisco/240-Holyoke-St-94134/home/1720529,San Francisco MLS,452948,N,Y,37.728133,-122.4095176
PAST SALE,February-13-2017,Condo/Co-op,1870 Jackson St #203,San Francisco,CA,94109,1825000,3,3.0,Pacific Heights,1800,,1931,20,1014,1033,Sold,,,http://www.redfin.com/CA/San-Francisco/1870-Jackson-St-94109/unit-203/home/1357832,San Francisco MLS,451904,N,Y,37.7938453,-122.4258578
PAST SALE,February-13-2017,Single Family Residential,132 Douglass St,San Francisco,CA,94114,1954000,3,2.5,Corona Heights,2087,1700,1904,20,936,,Sold,,,http://www.redfin.com/CA/San-Francisco/132-Douglass-St-94114/home/2024357,San Francisco MLS,454630,N,Y,37.7616006,-122.4395992
PAST SALE,February-3-2017,Single Family Residential,60 Mercury St,San Francisco,CA,94124,832000,2,1.0,Silver Terrace,1275,2121,1941,30,653,,Sold,,,http://www.redfin.com/CA/San-Francisco/60-Mercury-St-94124/home/751365,San Francisco MLS,452945,N,Y,37.731713,-122.4017121
PAST SALE,February-10-2017,Single Family Residential,1969 San Jose Ave,San Francisco,CA,94112,760000,3,2.0,Mission Terrace,1433,2522,1919,23,530,,Sold,,,http://www.redfin.com/CA/San-Francisco/1969-San-Jose-Ave-94112/home/1003684,San Francisco MLS,446605,N,Y,37.725425,-122.442295
PAST SALE,February-28-2017,Townhouse,263 Summit Way,San Francisco,CA,94132,1338941,3,2.5,Stonestown,1850,,2016,5,724,202,Sold,,,http://www.redfin.com/CA/San-Francisco/263-Summit-Way-94132/home/103971608,San Francisco MLS,442593,N,Y,37.714897,-122.4772313
PAST SALE,February-10-2017,Multi-Family (2-4 Unit),1641-45 Grove St,San Francisco,CA,94117,1640000,8,3.0,North Panhandle,3407,3436,1922,23,481,,Sold,,,http://www.redfin.com/CA/San-Francisco/1645-Grove-St-94117/home/2026702,San Francisco MLS,437817,N,Y,37.7749927,-122.4436763
PAST SALE,February-10-2017,Multi-Family (2-4 Unit),1641 Grove St,San Francisco,CA,94117,1640000,8,3.0,San Francisco,3407,3436,1922,23,481,,Sold,,,http://www.redfin.com/CA/San-Francisco/1641-Grove-St-94117/home/101338642,EBRD/CCAR/Bay East,40744426,N,Y,37.7751999,-122.4436441
PAST SALE,February-8-2017,Multi-Family (2-4 Unit),149 29th St,San Francisco,CA,94110,4975000,,,Noe Valley,,2736,2016,25,,,Sold,,,http://www.redfin.com/CA/San-Francisco/149-29th-St-94110/home/39864030,San Francisco MLS,445414,N,Y,37.743651,-122.423425
PAST SALE,February-23-2017,Single Family Residential,30 Niantic Ave,San Francisco,CA,94132,775000,2,2.0,Ingleside Heights,,2513,1908,10,,,Sold,,,http://www.redfin.com/CA/San-Francisco/30-Niantic-Ave-94132/home/835074,San Francisco MLS,441092,N,Y,37.7094531,-122.4682631
PAST SALE,February-15-2017,Single Family Residential,93 Pope St,San Francisco,CA,94112,1050000,5,3.0,Crocker Amazon,1650,3456,1974,18,636,,Sold,,,http://www.redfin.com/CA/San-Francisco/93-Pope-St-94112/home/1815560,San Francisco MLS,453276,N,Y,37.714076,-122.440591
PAST SALE,February-24-2017,Condo/Co-op,415 De Haro St #406,San Francisco,CA,94107,1635000,2,2.5,Potrero Hill,1274,,2014,9,1283,501,Sold,,,http://www.redfin.com/CA/San-Francisco/415-De-Haro-St-94107/unit-406/home/55533089,San Francisco MLS,451137,N,Y,37.7645926,-122.4013107
PAST SALE,February-24-2017,Single Family Residential,447 Buena Vista Ave,San Francisco,CA,94117,2000000,2,2.5,Buena Vista Park,2160,3249,1908,9,926,,Sold,,,http://www.redfin.com/CA/San-Francisco/447-Buena-Vista-Ave-E-94117/home/1718448,San Francisco MLS,453031,N,Y,37.765957,-122.44142
PAST SALE,February-9-2017,Multi-Family (5+ Unit),1251 Hyde St,San Francisco,CA,94109,2800000,12,,Nob Hill,4995,2935,1911,24,561,,Sold,,,http://www.redfin.com/CA/San-Francisco/1251-Hyde-St-94109/home/1908843,San Francisco MLS,453069,N,Y,37.7924875,-122.4179868
PAST SALE,February-8-2017,Condo/Co-op,555 4th St #613,San Francisco,CA,94107,1175000,2,2.0,South Beach,,,2006,25,,620,Sold,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-613/home/22887864,San Francisco MLS,450702,N,Y,37.779089,-122.3971404
PAST SALE,March-2-2017,Single Family Residential,4209 Ulloa St,San Francisco,CA,94116,925000,3,2.0,Outer Parkside,800,2495,1943,3,1156,,Sold,,,http://www.redfin.com/CA/San-Francisco/4209-Ulloa-St-94116/home/1749950,San Francisco MLS,453287,N,Y,37.7398658,-122.5015344
PAST SALE,February-3-2017,Condo/Co-op,1688 Pine St Unit E1010,San Francisco,CA,94109,799000,1,1.0,Van Ness/Civic Center,616,,2016,30,1297,610,Sold,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E1010/home/107561198,San Francisco MLS,451266,N,Y,37.789258,-122.4235605
PAST SALE,February-10-2017,Condo/Co-op,93 Cumberland St,San Francisco,CA,94110,6100000,4,3.5,Mission Dolores,5075,,1916,23,1202,1090,Sold,,,http://www.redfin.com/CA/San-Francisco/93-Cumberland-St-94110/home/109309666,San Francisco MLS,451774,N,Y,37.7590501,-122.4254918
PAST SALE,February-11-2017,Single Family Residential,871 Dolores St,San Francisco,CA,94110,4400000,5,4.5,Eureka Valley/Dolore,4675,3550,2016,22,941,,Sold,,,http://www.redfin.com/CA/San-Francisco/871-Dolores-St-94110/unit-871/home/1184150,San Francisco MLS,450625,N,Y,37.7555971,-122.4251382
PAST SALE,March-1-2017,Multi-Family (5+ Unit),201-207 Divisadero St,San Francisco,CA,94115,2825000,8,,Haight Ashbury,6480,3998,1921,4,436,,Sold,,,http://www.redfin.com/CA/San-Francisco/201-Divisadero-St-94117/unit-207/home/600283,San Francisco MLS,449399,N,Y,37.7703418,-122.4369441
PAST SALE,February-21-2017,Condo/Co-op,751 18th Ave,San Francisco,CA,94121,1360000,2,1.5,Central Richmond,1512,,1923,12,899,175,Sold,,,http://www.redfin.com/CA/San-Francisco/751-18th-Ave-94121/home/40142504,San Francisco MLS,454021,N,Y,37.7738198,-122.477016
PAST SALE,February-28-2017,Single Family Residential,371 Victoria St,San Francisco,CA,94132,750000,2,1.0,Ingleside Heights,1050,2500,1941,5,714,,Sold,,,http://www.redfin.com/CA/San-Francisco/371-Victoria-St-94132/home/1142696,San Francisco MLS,447302,N,Y,37.7174077,-122.4655781
PAST SALE,March-3-2017,Single Family Residential,112 Garrison Ave,San Francisco,CA,94134,770000,4,2.5,Visitacion Valley,1719,1425,1963,2,448,154,Sold,,,http://www.redfin.com/CA/San-Francisco/112-Garrison-Ave-94134/home/2019837,San Francisco MLS,446699,N,Y,37.7094973,-122.4135469
PAST SALE,February-22-2017,Single Family Residential,45 Shore View Ave,San Francisco,CA,94121,2800000,6,5.0,Outer Richmond,5240,4046,1923,11,534,,Sold,,,http://www.redfin.com/CA/San-Francisco/45-Shore-View-Ave-94121/home/1888732,San Francisco MLS,450237,N,Y,37.78027,-122.497463
PAST SALE,February-8-2017,Condo/Co-op,3249 17th St #2,San Francisco,CA,94110,1260000,2,2.0,Inner Mission,1224,,2016,25,1029,,Sold,,,http://www.redfin.com/CA/San-Francisco/3249-17th-St-94110/unit-2/home/111291751,San Francisco MLS,452848,N,Y,37.7633502,-122.4182818
PAST SALE,February-17-2017,Condo/Co-op,1631 McAllister St,San Francisco,CA,94117,2450000,3,3.5,North Panhandle,,,2016,16,,363,Sold,,,http://www.redfin.com/CA/San-Francisco/1631-McAllister-St-94115/home/49700593,San Francisco MLS,453464,N,Y,37.777417,-122.439079
PAST SALE,February-28-2017,Condo/Co-op,818 Van Ness Ave #204,San Francisco,CA,94109,848000,1,2.0,Van Ness/Civic Center,829,,2008,5,1023,487,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-204/home/40138206,San Francisco MLS,453596,N,Y,37.783203,-122.4205684
PAST SALE,February-22-2017,Condo/Co-op,275 Burnett Ave #5,San Francisco,CA,94131,720000,1,1.0,Twin Peaks,694,,1980,11,1037,466,Sold,,,http://www.redfin.com/CA/San-Francisco/275-Burnett-Ave-94131/unit-5/home/1102002,San Francisco MLS,452923,N,Y,37.756751,-122.445746
PAST SALE,February-24-2017,Condo/Co-op,300 Berry St #1303,San Francisco,CA,94158,875000,1,1.0,Mission Bay,732,,2009,9,1195,497,Sold,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1303/home/23455504,San Francisco MLS,453569,N,Y,37.77393,-122.396241
PAST SALE,February-3-2017,Single Family Residential,109 Madrone Ave,San Francisco,CA,94127,1531000,3,2.0,West Portal,1590,3175,1920,30,963,,Sold,,,http://www.redfin.com/CA/San-Francisco/109-Madrone-Ave-94127/home/1985460,San Francisco MLS,453617,N,Y,37.741248,-122.46744
PAST SALE,February-15-2017,Single Family Residential,460 Ellsworth St,San Francisco,CA,94110,1600000,3,2.0,Bernal Heights,1447,1750,1908,18,1106,,Sold,,,http://www.redfin.com/CA/San-Francisco/460-Ellsworth-St-94110/home/1638858,San Francisco MLS,453344,N,Y,37.737543,-122.414876
PAST SALE,February-14-2017,Condo/Co-op,1865 Clay St #3,San Francisco,CA,94109,1900000,3,2.0,Pacific Heights,,,1914,19,,700,Sold,,,http://www.redfin.com/CA/San-Francisco/1865-Clay-St-94109/unit-3/home/57341103,San Francisco MLS,453375,N,Y,37.7918575,-122.423856
PAST SALE,February-6-2017,Single Family Residential,2658 21st Ave,San Francisco,CA,94116,1160000,2,1.0,Parkside,1565,2996,1927,27,741,,Sold,,,http://www.redfin.com/CA/San-Francisco/2658-21st-Ave-94116/home/1819834,San Francisco MLS,453625,N,Y,37.738141,-122.477169
PAST SALE,February-7-2017,Single Family Residential,451 Yerba Buena Ave,San Francisco,CA,94127,2150000,3,2.0,Westwood Highlands,2075,6037,1925,26,1036,4,Sold,,,http://www.redfin.com/CA/San-Francisco/451-Yerba-Buena-Ave-94127/home/1024072,San Francisco MLS,453489,N,Y,37.7316591,-122.4582583
PAST SALE,February-22-2017,Single Family Residential,138 Clearfield Dr,San Francisco,CA,94132,1465000,4,3.0,Lake Shore,2053,3136,1951,11,714,,Sold,,,http://www.redfin.com/CA/San-Francisco/138-Clearfield-Dr-94132/home/1465389,San Francisco MLS,453005,N,Y,37.7310572,-122.4911429
PAST SALE,March-3-2017,Single Family Residential,218 Grafton Ave,San Francisco,CA,94112,762000,2,1.0,Ingleside,1044,2495,1912,2,730,,Sold,,,http://www.redfin.com/CA/San-Francisco/218-Grafton-Ave-94112/home/817475,San Francisco MLS,453629,N,Y,37.720255,-122.455537
PAST SALE,February-10-2017,Condo/Co-op,1624 Vallejo St #2,San Francisco,CA,94123,649000,1,1.0,Pacific Heights,654,,1890,23,992,457,Sold,,,http://www.redfin.com/CA/San-Francisco/1624-Vallejo-St-94123/unit-2/home/103935821,San Francisco MLS,453310,N,Y,37.796825,-122.424761
PAST SALE,February-24-2017,Single Family Residential,620 Prentiss St,San Francisco,CA,94110,988000,2,1.0,Bernal Heights,975,1750,1946,9,1013,,Sold,,,http://www.redfin.com/CA/San-Francisco/620-Prentiss-St-94110/home/1488077,San Francisco MLS,453233,N,Y,37.7355184,-122.4125712
PAST SALE,February-9-2017,Single Family Residential,330 Banks St,San Francisco,CA,94110,1700000,3,2.5,Bernal Heights,1253,1751,1908,24,1357,,Sold,,,http://www.redfin.com/CA/San-Francisco/330-Banks-St-94110/home/760493,San Francisco MLS,453356,N,Y,37.7388105,-122.4128824
PAST SALE,March-3-2017,Single Family Residential,2106 Baker St,San Francisco,CA,94115,5300000,4,3.5,Pacific Heights,3790,2813,1904,2,1398,,Sold,,,http://www.redfin.com/CA/San-Francisco/2106-Baker-St-94115/home/1643257,San Francisco MLS,452087,N,Y,37.7907719,-122.444073
PAST SALE,February-24-2017,Single Family Residential,193 Brewster St,San Francisco,CA,94110,2400000,3,3.5,Bernal Heights,,1750,,9,,,Sold,,,http://www.redfin.com/CA/San-Francisco/193-Brewster-St-94110/home/110063736,San Francisco MLS,453665,N,Y,37.743537,-122.407203
PAST SALE,February-10-2017,Condo/Co-op,235 Berry St #313,San Francisco,CA,94158,1280000,2,2.0,Mission Bay,1235,,2007,23,1036,623,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-313/home/22888830,San Francisco MLS,453035,N,Y,37.7748669,-122.3941757
PAST SALE,February-20-2017,Condo/Co-op,603 La Salle Ave #63,SAN FRANCISCO,CA,94124,550000,3,2.0,SAN FRANCISCO,1360,611,1981,13,404,340,Sold,,,http://www.redfin.com/CA/San-Francisco/603-La-Salle-Ave-94124/unit-63/home/1455245,MLSListings,ML81635728,N,Y,37.7273842,-122.3724988
PAST SALE,February-28-2017,Condo/Co-op,2225 23rd St #112,San Francisco,CA,94107,560000,1,1.0,Potrero Hill,602,,1989,5,930,465,Sold,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-112/home/735709,San Francisco MLS,453088,N,Y,37.7543745,-122.4021556
PAST SALE,February-9-2017,Condo/Co-op,1200 Gough St Unit 4C,San Francisco,CA,94109,749000,1,1.0,Van Ness/Civic Center,840,,1966,24,892,643,Sold,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-4C/home/574433,San Francisco MLS,449821,N,Y,37.7849709,-122.4242992
PAST SALE,February-22-2017,Condo/Co-op,650 Delancey St #415,San Francisco,CA,94107,1675000,2,2.0,South Beach,1514,,1996,11,1106,567,Sold,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-415/home/12396322,San Francisco MLS,453652,N,Y,37.7827982,-122.3897154
PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit B,San Francisco,CA,94110,1760000,2,2.5,Bernal Heights,1790,,2016,10,983,250,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-B/home/112919057,San Francisco MLS,453654,N,Y,37.7334306,-122.4170088
PAST SALE,February-10-2017,Condo/Co-op,1 Hawthorne St Unit 10F,San Francisco,CA,94105,1760000,2,2.0,Yerba Buena,1383,,2010,23,1273,770,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-10F/home/40138284,San Francisco MLS,453340,N,Y,37.78577,-122.3988537
PAST SALE,February-14-2017,Multi-Family (2-4 Unit),218-220 Castro St,San Francisco,CA,94114,1860000,4,2.0,Duboce Triangle,3030,2374,1927,19,614,,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Castro-St-94114/home/1992915,San Francisco MLS,453143,N,Y,37.7653834,-122.4356163
PAST SALE,February-15-2017,Single Family Residential,478 Gates St,SAN FRANCISCO,CA,94110,1025000,3,1.0,SAN FRANCISCO,1150,1751,1906,18,891,,Sold,,,http://www.redfin.com/CA/San-Francisco/478-Gates-St-94110/home/1950786,MLSListings,ML81634468,N,Y,37.7373764,-122.4142494
PAST SALE,February-13-2017,Single Family Residential,187 Robinhood Dr,San Francisco,CA,94127,1575000,3,2.5,Sherwood Forest,,,1952,20,,,Sold,,,http://www.redfin.com/CA/San-Francisco/187-Robinhood-Dr-94127/home/2000672,San Francisco MLS,453165,N,Y,37.736733,-122.454492
PAST SALE,February-22-2017,Condo/Co-op,8100 Oceanview Ter #305,San Francisco,CA,94132,570000,1,1.0,Ingleside Heights,669,,2002,11,852,400,Sold,,,http://www.redfin.com/CA/San-Francisco/8100-Ocean-View-Ter-94132/unit-305/home/1400514,San Francisco MLS,453385,N,Y,37.7104999,-122.4677749
PAST SALE,February-8-2017,Condo/Co-op,250 Clara St #2,San Francisco,CA,94107,830000,1,1.5,South of Market,1070,,2001,25,776,364,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Clara-St-94107/unit-2/home/12397865,San Francisco MLS,453392,N,Y,37.7787818,-122.403552
PAST SALE,February-16-2017,Condo/Co-op,601 Van Ness Ave #1132,San Francisco,CA,94102,640000,1,1.0,Van Ness/Civic Center,682,,1982,17,938,743,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1132/home/576377,San Francisco MLS,452436,N,Y,37.7815203,-122.4206809
PAST SALE,February-17-2017,Condo/Co-op,465 10th St #206,San Francisco,CA,94103,1220000,2,2.0,South of Market,1609,,1924,16,758,878,Sold,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-206/home/12397091,San Francisco MLS,453241,N,Y,37.7708827,-122.4099833
PAST SALE,February-17-2017,Condo/Co-op,440 Locust St,San Francisco,CA,94118,1625000,2,2.5,Presidio Heights,1396,,2001,16,1164,624,Sold,,,http://www.redfin.com/CA/San-Francisco/440-Locust-St-94118/home/2022857,San Francisco MLS,453532,N,Y,37.787112,-122.451497
PAST SALE,March-2-2017,Condo/Co-op,1160 Mission St #1502,San Francisco,CA,94103,863000,1,1.0,South of Market,764,,2008,3,1130,673,Sold,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1502/home/17305223,San Francisco MLS,453545,N,Y,37.7783901,-122.412238
PAST SALE,February-9-2017,Single Family Residential,727 Andover St,San Francisco,CA,94110,855000,2,1.0,Bernal Heights,880,1751,1905,24,972,,Sold,,,http://www.redfin.com/CA/San-Francisco/727-Andover-St-94110/home/1141022,San Francisco MLS,453259,N,Y,37.7340889,-122.4166989
PAST SALE,February-28-2017,Single Family Residential,579 19th Ave,San Francisco,CA,94121,1400000,3,2.0,Central Richmond,1840,2996,1919,5,761,,Sold,,,http://www.redfin.com/CA/San-Francisco/579-19th-Ave-94121/home/1943090,San Francisco MLS,453263,N,Y,37.7770045,-122.4783214
PAST SALE,February-8-2017,Condo/Co-op,2850 Balboa St,San Francisco,CA,94121,445000,0,1.0,Central Richmond,412,,1939,25,1080,86,Sold,,,http://www.redfin.com/CA/San-Francisco/2850-Balboa-St-94121/home/40142501,San Francisco MLS,451764,N,Y,37.776238,-122.489649
PAST SALE,February-14-2017,Single Family Residential,409 Nevada St,San Francisco,CA,94110,850000,1,1.0,Bernal Heights,950,1751,1940,19,895,,Sold,,,http://www.redfin.com/CA/San-Francisco/409-Nevada-St-94110/home/765714,San Francisco MLS,453304,N,Y,37.736773,-122.411445
PAST SALE,February-10-2017,Condo/Co-op,1080 Sutter St #1002,San Francisco,CA,94109,1275000,2,2.0,Downtown,1282,,2014,23,995,719,Sold,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-1002/home/52861698,San Francisco MLS,453237,N,Y,37.7881792,-122.4179624
PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit A,San Francisco,CA,94110,1760000,2,2.0,Bernal Heights,1245,,2016,10,1414,,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-A/home/112915127,San Francisco MLS,453646,N,Y,37.7334306,-122.4170088
PAST SALE,February-3-2017,Single Family Residential,263 Lakeshore Dr,SAN FRANCISCO,CA,94132,1900000,4,3.0,SAN FRANCISCO,1905,3136,1955,30,997,,Sold,,,http://www.redfin.com/CA/San-Francisco/263-Lakeshore-Dr-94132/home/1951690,MLSListings,ML81635503,N,Y,37.7307569,-122.497371
PAST SALE,February-7-2017,Single Family Residential,486 Edinburgh St,San Francisco,CA,94112,863000,2,1.0,Excelsior,1125,2500,1922,26,767,,Sold,,,http://www.redfin.com/CA/San-Francisco/486-Edinburgh-St-94112/home/1752385,San Francisco MLS,453520,N,Y,37.721576,-122.432092
PAST SALE,February-6-2017,Townhouse,10 Southard Pl #1,San Francisco,CA,94109,3595000,3,2.5,Russian Hill,2161,,1982,27,1664,592,Sold,,,http://www.redfin.com/CA/San-Francisco/10-Southard-Pl-94109/unit-1/home/538505,San Francisco MLS,453153,N,Y,37.8013666,-122.4190122
